TIME(s)	PID	COMM	LADDR	LPORT	RADDR	RPORT	TX_KB	RX_KB	MS	ATTACK
2491.904847	1946	TCP	67.220.214.50	80	192.168.2.110	4170	25.599999999999994	0.8380000000000003	701.9670000004226	0
2491.941897	1947	TCP	204.10.69.6	80	192.168.4.121	51312	18.473999999999997	0.7200000000000002	748.642000000018	0
2492.01736	1948	TCP	64.90.206.135	80	192.168.2.113	4581	7.133	0.712	59583.43800000011	0
2492.06583	1949	TCP	97.74.104.49	443	192.168.4.121	51313	5.509	1.229	100865.47000000019	0
2492.496436	1950	TCP	67.220.214.50	80	192.168.2.110	4171	0.8520000000000001	0.354	322.43700000026365	0
2492.611367	1951	TCP	204.10.69.6	80	192.168.4.121	51314	5.135	0.498	348.41899999992165	0
2492.716135	1952	TCP	67.220.214.50	80	192.168.2.110	4172	1.3450000000000002	0.359	316.33899999997084	0
2492.884044	1953	TCP	204.10.69.6	80	192.168.4.121	51315	0.637	0.37	249.3800000002011	0
2492.930732	1954	TCP	67.220.214.50	80	192.168.2.110	4173	1.008	0.356	315.8690000000206	0
2493.058005	1955	TCP	204.10.69.6	80	192.168.4.121	51316	2.602	0.437	262.7850000003491	0
2493.143978	1956	TCP	67.220.214.50	80	192.168.2.110	4174	25.599999999999994	0.8380000000000003	682.9960000000028	0
2493.244882	1957	TCP	204.10.69.6	80	192.168.4.121	51317	1.2120000000000002	0.45	259.0430000000197	0
2493.441302	1958	TCP	204.10.69.6	80	192.168.4.121	51318	1.2120000000000002	0.45	265.8400000000256	0
2493.61809	1959	TCP	204.10.69.6	80	192.168.4.121	51319	1.177	0.447	264.5980000002055	0
2493.726087	1960	TCP	67.220.214.50	80	192.168.2.110	4175	0.8520000000000001	0.354	313.752999999906	0
2493.806593	1961	TCP	204.10.69.6	80	192.168.4.121	51320	1.177	0.447	251.99000000020533	0
2493.937782	1962	TCP	67.220.214.50	80	192.168.2.110	4176	1.3450000000000002	0.359	317.93500000003405	0
2493.982834	1963	TCP	204.10.69.6	80	192.168.4.121	51321	1.177	0.447	261.1890000002859	0
2494.153413	1964	TCP	67.220.214.50	80	192.168.2.110	4177	1.008	0.356	335.2039999999761	0
2494.280414	1965	TCP	208.66.204.191	443	192.168.4.121	51322	1.908	0.8760000000000001	451.2800000002244	0
2494.379875	1966	TCP	67.220.214.50	80	192.168.2.110	4178	25.599999999999994	0.8380000000000003	707.3080000000118	0
2494.747394	1967	TCP	97.74.104.201	80	192.168.4.121	51323	137.64499999999984	3.5200000000000022	101621.48699999989	0
2494.985519	1968	TCP	67.220.214.50	80	192.168.2.110	4179	0.8520000000000001	0.354	333.028000000013	0
2495.199178	1969	TCP	67.220.214.50	80	192.168.2.110	4180	1.3450000000000002	0.359	332.4689999999464	0
2495.429362	1970	TCP	67.220.214.50	80	192.168.2.110	4181	1.008	0.356	315.14900000001944	0
2495.642278	1971	TCP	67.220.214.50	80	192.168.2.110	4182	25.599999999999994	0.8380000000000003	748.0930000001536	0
2496.290041	1972	TCP	67.220.214.50	80	192.168.2.110	4183	0.8520000000000001	0.354	322.1899999998641	0
2496.2908	1973	TCP	97.74.104.49	80	192.168.4.121	51324	1.6230000000000002	0.9450000000000001	100482.3709999996	0
2496.509389	1974	TCP	67.220.214.50	80	192.168.2.110	4184	1.3450000000000002	0.359	316.45700000035504	0
2496.703379	1975	TCP	69.192.21.13	80	192.168.4.121	51325	0.563	0.455	100114.96899999975	0
2496.724364	1976	TCP	67.220.214.50	80	192.168.2.110	4185	1.008	0.356	315.3319999996711	0
2496.937629	1977	TCP	67.220.214.50	80	192.168.2.110	4186	25.599999999999994	0.8380000000000003	685.6920000000173	0
2497.520863	1978	TCP	67.220.214.50	80	192.168.2.110	4187	0.8520000000000001	0.354	331.38199999984863	0
2497.745707	1979	TCP	67.220.214.50	80	192.168.2.110	4188	1.3450000000000002	0.359	332.57800000001225	0
2497.976533	1980	TCP	67.220.214.50	80	192.168.2.110	4189	1.008	0.356	330.4370000000745	0
2498.17695	1981	TCP	69.192.24.88	80	192.168.2.108	1288	691.5440000000032	17.52800000000001	110894.20299999983	0
2498.189314	1982	TCP	67.220.214.50	80	192.168.2.110	4190	25.599999999999994	1.1300000000000003	1029.9999999997453	0
2498.221602	1983	TCP	62.48.76.70	80	192.168.2.108	1289	12.583	1.1170000000000002	5605.524999999943	0
2498.906079	1984	TCP	80.69.31.115	80	192.168.2.108	1290	15.412999999999998	1.7100000000000004	151679.15300000005	0
2499.119414	1985	TCP	67.220.214.50	80	192.168.2.110	4191	0.8520000000000001	0.354	317.08900000012363	0
2499.329104	1986	TCP	67.220.214.50	80	192.168.2.110	4192	1.3450000000000002	0.359	342.25400000013906	0
2499.555736	1987	TCP	67.220.214.50	80	192.168.2.110	4193	1.008	0.356	327.4100000003273	0
2499.780686	1988	TCP	67.220.214.50	80	192.168.2.110	4194	25.599999999999994	0.8980000000000004	713.9029999998456	0
2500.375041	1989	TCP	67.220.214.50	80	192.168.2.110	4195	0.8520000000000001	0.354	350.33900000007634	0
2500.625389	1990	TCP	67.220.214.50	80	192.168.2.110	4196	1.3450000000000002	0.359	352.9430000003231	0
2500.756344	1991	TCP	62.48.76.70	80	192.168.2.108	1291	153.97899999999984	6.695999999999988	126751.97800000024	0
2500.858484	1992	TCP	67.220.214.50	80	192.168.2.110	4197	1.008	0.356	362.15500000025713	0
2501.087737	1993	TCP	67.220.214.50	80	192.168.2.110	4198	25.599999999999994	0.8380000000000003	749.496000000363	0
2501.343814	1994	TCP	75.126.111.74	80	192.168.2.108	1292	1.7100000000000002	0.8990000000000002	103262.72000000018	0
2501.71275	1995	TCP	67.220.214.50	80	192.168.2.110	4199	0.8520000000000001	0.354	361.7649999996502	0
2501.813275	1996	TCP	193,164,238,101	80	192.168.2.108	1293	69.69299999999998	3.683000000000001	103834.065	0
2501.960219	1997	TCP	67.220.214.50	80	192.168.2.110	4200	1.3450000000000002	0.359	345.47599999996237	0
2502.18658	1998	TCP	67.220.214.50	80	192.168.2.110	4201	1.008	0.356	352.6520000000346	0
2502.436132	1999	TCP	67.220.214.50	80	192.168.2.110	4202	25.599999999999994	0.8380000000000003	723.7079999999878	0
2502.967106	2000	TCP	85.232.60.28	80	192.168.2.108	1294	133.28699999999992	4.403	104544.99699999997	0
2503.059965	2001	TCP	67.220.214.50	80	192.168.2.110	4203	0.8520000000000001	0.354	313.72700000019904	0
2503.27156	2002	TCP	67.220.214.50	80	192.168.2.110	4204	1.3450000000000002	0.359	316.99399999979505	0
2503.486012	2003	TCP	67.220.214.50	80	192.168.2.110	4205	1.008	0.356	341.0780000003797	0
2503.562532	2004	TCP	78.136.20.64	80	192.168.2.108	1295	11.587000000000002	0.7100000000000002	408.8600000000042	0
2503.70022	2005	TCP	67.220.214.50	80	192.168.2.110	4206	25.599999999999994	0.8380000000000003	746.1100000000442	0
2503.842789	2006	TCP	85.232.60.28	80	192.168.2.108	1296	12.712	0.6800000000000002	103671.54400000027	0
2504.195985	2007	TCP	78.136.20.64	80	192.168.2.108	1297	8.3	0.631	363.4340000003249	0
2504.342572	2008	TCP	67.220.214.50	80	192.168.2.110	4207	0.8520000000000001	0.354	362.45400000007066	0
2504.358675	2009	TCP	62.48.76.70	80	192.168.2.108	1298	46.02999999999999	2.527000000000001	138680.06800000012	0
2504.37365	2010	TCP	65.54.81.171	80	192.168.4.121	51326	0.407	0.9560000000000002	15080.715000000055	0
2504.559352	2011	TCP	67.220.214.50	80	192.168.2.110	4208	1.3450000000000002	0.359	358.37699999956385	0
2504.694129	2012	TCP	78.136.20.64	80	192.168.2.108	1299	16.295999999999996	0.7980000000000003	665.3329999999187	0
2504.815966	2013	TCP	67.220.214.50	80	192.168.2.110	4209	1.008	0.356	314.6320000000742	0
2505.030407	2014	TCP	67.220.214.50	80	192.168.2.110	4210	25.599999999999994	0.8380000000000003	718.796999999995	0
2505.388768	2015	TCP	78.136.20.64	80	192.168.2.108	1300	11.574	0.683	419.6460000002844	0
2505.64604	2016	TCP	67.220.214.50	80	192.168.2.110	4211	0.8520000000000001	0.354	370.0060000001031	0
2505.889783	2017	TCP	67.220.214.50	80	192.168.2.110	4212	1.3450000000000002	0.359	340.11999999984255	0
2505.987534	2018	TCP	212.25.232.24	80	192.168.2.108	1301	12.202	1.0120000000000005	178174.03400000013	0
2506.07718	2019	TCP	78.136.20.64	80	192.168.2.108	1302	11.56	0.6860000000000002	400.5659999997988	0
2506.128083	2020	TCP	67.220.214.50	80	192.168.2.110	4213	1.008	0.356	351.6589999999269	0
2506.376156	2021	TCP	67.220.214.50	80	192.168.2.110	4214	25.599999999999994	0.8380000000000003	685.2340000000368	0
2506.858987	2022	TCP	78.136.20.64	80	192.168.2.108	1303	10.164000000000001	0.6360000000000001	370.53199999991193	0
2506.960829	2023	TCP	67.220.214.50	80	192.168.2.110	4215	0.8520000000000001	0.354	313.39600000001155	0
2507.171944	2024	TCP	67.220.214.50	80	192.168.2.110	4216	1.3450000000000002	0.359	347.89299999965806	0
2507.344674	2025	TCP	92.52.75.103	80	192.168.2.108	1304	34.83700000000001	1.4920000000000007	101506.65299999992	0
2507.414752	2026	TCP	78.136.20.64	80	192.168.2.108	1305	14.338999999999999	0.7390000000000001	640.6010000000606	0
2507.418006	2027	TCP	67.220.214.50	80	192.168.2.110	4217	1.008	0.356	318.68000000031316	0
2507.63311	2028	TCP	67.220.214.50	80	192.168.2.110	4218	25.599999999999994	0.8380000000000003	705.2089999997406	0
2508.057905	2029	TCP	78.136.20.64	80	192.168.2.108	1306	15.563999999999998	0.8850000000000002	1881.6369999999552	0
2508.236372	2030	TCP	67.220.214.50	80	192.168.2.110	4219	0.8520000000000001	0.354	327.55900000029214	0
2508.45082	2031	TCP	67.220.214.50	80	192.168.2.110	4220	1.3450000000000002	0.359	325.22400000016205	0
2508.674555	2032	TCP	67.220.214.50	80	192.168.2.110	4221	1.008	0.356	335.6589999998505	0
2508.900881	2033	TCP	67.220.214.50	80	192.168.2.110	4222	25.599999999999994	0.8380000000000003	693.8789999999244	0
2509.495257	2034	TCP	67.220.214.50	80	192.168.2.110	4223	0.8520000000000001	0.354	311.1210000001847	0
2509.705203	2035	TCP	67.220.214.50	80	192.168.2.110	4224	1.3450000000000002	0.359	317.31600000011895	0
2509.919754	2036	TCP	67.220.214.50	80	192.168.2.110	4225	1.008	0.356	315.35500000018146	0
2510.132766	2037	TCP	67.220.214.50	80	192.168.2.110	4226	25.599999999999994	0.8380000000000003	682.0020000000113	0
2510.713284	2038	TCP	67.220.214.50	80	192.168.2.110	4227	0.8520000000000001	0.354	315.34800000008545	0
2510.928396	2039	TCP	67.220.214.50	80	192.168.2.110	4228	1.3450000000000002	0.359	315.32600000036837	0
2511.141474	2040	TCP	67.220.214.50	80	192.168.2.110	4229	1.008	0.356	316.15899999997055	0
2511.355249	2041	TCP	67.220.214.50	80	192.168.2.110	4230	25.599999999999994	0.8980000000000004	683.7169999998878	0
2511.936803	2042	TCP	67.220.214.50	80	192.168.2.110	4231	0.8520000000000001	0.354	356.74699999981385	0
2512.152023	2043	TCP	67.220.214.50	80	192.168.2.110	4232	1.3450000000000002	0.359	397.63399999992544	0
2512.447171	2044	TCP	67.220.214.50	80	192.168.2.110	4233	1.008	0.356	317.35100000014427	0
2512.501289	2045	TCP	69.84.133.138	80	192.168.2.110	4234	22.389	0.8520000000000003	515.0710000002618	0
2512.637415	2046	TCP	142.166.14.77	80	192.168.2.110	4235	9.718	2.2480000000000007	178058.12500000003	0
2512.637724	2047	TCP	142.166.14.77	80	192.168.2.110	4236	2.355	0.6760000000000002	178059.796	0
2512.662237	2048	TCP	67.220.214.50	80	192.168.2.110	4237	25.599999999999994	0.8380000000000003	694.9190000000272	0
2513.048975	2049	TCP	69.84.133.138	80	192.168.2.110	4238	22.328999999999997	0.8460000000000003	363.12299999963216	0
2513.243698	2050	TCP	67.220.214.50	80	192.168.2.110	4239	0.8520000000000001	0.354	337.0379999996658	0
2513.368803	2051	TCP	69.84.133.138	80	192.168.2.110	4240	22.328999999999997	0.8460000000000003	327.3160000003372	0
2513.473558	2052	TCP	67.220.214.50	80	192.168.2.110	4241	1.3450000000000002	0.359	326.31499999979496	0
2513.698425	2053	TCP	67.220.214.50	80	192.168.2.110	4242	1.008	0.356	313.2759999998598	0
2513.910422	2054	TCP	67.220.214.50	80	192.168.2.110	4243	25.599999999999994	0.8380000000000003	682.9459999999017	0
2514.49167	2055	TCP	67.220.214.50	80	192.168.2.110	4244	0.8520000000000001	0.354	444.9859999999717	0
2514.704139	2056	TCP	67.220.214.50	80	192.168.2.110	4245	1.3450000000000002	0.359	448.87599999992744	0
2515.049776	2057	TCP	67.220.214.50	80	192.168.2.110	4246	1.008	0.356	331.3100000000304	0
2515.267786	2058	TCP	67.220.214.50	80	192.168.2.110	4247	25.599999999999994	0.8380000000000003	695.7170000000588	0
2515.861095	2059	TCP	67.220.214.50	80	192.168.2.110	4248	0.8520000000000001	0.354	315.27399999959016	0
2516.073285	2060	TCP	67.220.214.50	80	192.168.2.110	4249	1.3450000000000002	0.359	316.9470000002548	0
2516.288448	2061	TCP	67.220.214.50	80	192.168.2.110	4250	1.008	0.356	315.4000000004089	0
2516.501739	2062	TCP	67.220.214.50	80	192.168.2.110	4251	25.599999999999994	0.8380000000000003	685.9890000000632	0
2517.085116	2063	TCP	67.220.214.50	80	192.168.2.110	4252	0.8520000000000001	0.354	315.21399999974165	0
2517.297528	2064	TCP	67.220.214.50	80	192.168.2.110	4253	1.3450000000000002	0.359	317.91500000008455	0
2517.513179	2065	TCP	67.220.214.50	80	192.168.2.110	4254	1.008	0.356	316.13000000015745	0
2517.727131	2066	TCP	67.220.214.50	80	192.168.2.110	4255	25.599999999999994	0.8380000000000003	684.8249999998188	0
2518.312507	2067	TCP	67.220.214.50	80	192.168.2.110	4256	0.8520000000000001	0.354	312.0659999999589	0
2518.522476	2068	TCP	67.220.214.50	80	192.168.2.110	4257	1.3450000000000002	0.359	317.2190000000228	0
2518.738047	2069	TCP	67.220.214.50	80	192.168.2.110	4258	1.008	0.356	315.48700000030294	0
2518.95121	2070	TCP	67.220.214.50	80	192.168.2.110	4259	25.599999999999994	0.8380000000000003	683.9579999996204	0
2519.376719	2071	TCP	65.54.81.210	80	192.168.4.121	51327	0.407	0.9560000000000002	15074.876000000131	0
2519.5337	2072	TCP	67.220.214.50	80	192.168.2.110	4260	0.8520000000000001	0.354	314.33500000002823	0
2519.747298	2073	TCP	67.220.214.50	80	192.168.2.110	4261	1.3450000000000002	0.359	315.6090000002223	0
2519.960148	2074	TCP	67.220.214.50	80	192.168.2.110	4262	1.008	0.356	315.6309999999394	0
2520.172933	2075	TCP	67.220.214.50	80	192.168.2.110	4263	25.599999999999994	0.8380000000000003	684.4830000000002	0
2520.754962	2076	TCP	67.220.214.50	80	192.168.2.110	4264	0.8520000000000001	0.354	315.302999999858	0
2520.968236	2077	TCP	67.220.214.50	80	192.168.2.110	4265	1.3450000000000002	0.359	317.8909999996904	0
2521.183576	2078	TCP	67.220.214.50	80	192.168.2.110	4266	1.008	0.356	316.436000000067	0
2521.397373	2079	TCP	67.220.214.50	80	192.168.2.110	4267	25.599999999999994	0.8380000000000003	685.2539999999863	0
2521.982637	2080	TCP	67.220.214.50	80	192.168.2.110	4268	0.8520000000000001	0.354	310.8680000000277	0
2522.191641	2081	TCP	67.220.214.50	80	192.168.2.110	4269	1.3450000000000002	0.359	317.70000000005894	0
2522.407321	2082	TCP	67.220.214.50	80	192.168.2.110	4270	1.008	0.356	314.8949999999786	0
2522.61939	2083	TCP	67.220.214.50	80	192.168.2.110	4271	25.599999999999994	0.8380000000000003	681.2110000000757	0
2523.198931	2084	TCP	67.220.214.50	80	192.168.2.110	4272	0.8520000000000001	0.354	314.56200000002354	0
2523.411124	2085	TCP	67.220.214.50	80	192.168.2.110	4273	1.3450000000000002	0.359	317.4599999997554	0
2523.626064	2086	TCP	67.220.214.50	80	192.168.2.110	4274	1.008	0.356	313.1339999999909	0
2523.839478	2087	TCP	67.220.214.50	80	192.168.2.110	4275	25.599999999999994	0.8380000000000003	682.3670000003403	0
2524.419397	2088	TCP	67.220.214.50	80	192.168.2.110	4276	0.8520000000000001	0.354	315.3159999997115	0
2524.632388	2089	TCP	67.220.214.50	80	192.168.2.110	4277	1.3450000000000002	0.359	318.1880000001911	0
2524.847804	2090	TCP	67.220.214.50	80	192.168.2.110	4278	1.008	0.356	314.8869999999988	0
2525.060874	2091	TCP	67.220.214.50	80	192.168.2.110	4279	25.599999999999994	0.8380000000000003	683.1860000002052	0
2525.64341	2092	TCP	67.220.214.50	80	192.168.2.110	4280	0.8520000000000001	0.354	312.5299999996969	0
2525.853629	2093	TCP	67.220.214.50	80	192.168.2.110	4281	1.3450000000000002	0.359	317.4269999999524	0
2526.068262	2094	TCP	67.220.214.50	80	192.168.2.110	4282	1.008	0.356	316.4080000001377	0
2526.282804	2095	TCP	67.220.214.50	80	192.168.2.110	4283	25.599999999999994	0.8380000000000003	682.4950000000172	0
2526.863867	2096	TCP	67.220.214.50	80	192.168.2.110	4284	0.8520000000000001	0.354	314.3000000000029	0
2527.076339	2097	TCP	67.220.214.50	80	192.168.2.110	4285	1.3450000000000002	0.359	316.6769999997996	0
2527.290588	2098	TCP	67.220.214.50	80	192.168.2.110	4286	1.008	0.356	315.2900000000045	0
2527.503054	2099	TCP	67.220.214.50	80	192.168.2.110	4287	25.599999999999994	0.8380000000000003	704.2120000000978	0
2527.530043	2100	TCP	216.109.86.150	80	192.168.1.104	15988	40.873000000000005	1.4650000000000005	100858.39199999964	0
2527.876465	2101	TCP	174.35.52.82	80	192.168.1.104	15989	5.372999999999999	1.1710000000000005	154225.641	0
2528.105662	2102	TCP	67.220.214.50	80	192.168.2.110	4288	0.8520000000000001	0.354	313.7209999999868	0
2528.317104	2103	TCP	67.220.214.50	80	192.168.2.110	4289	1.3450000000000002	0.359	318.14399999984744	0
2528.33573	2104	TCP	174.35.52.80	80	192.168.1.104	15990	2.8480000000000003	0.9400000000000004	159234.9260000001	0
2528.5327	2105	TCP	67.220.214.50	80	192.168.2.110	4290	1.008	0.356	315.41199999992386	0
2528.746602	2106	TCP	67.220.214.50	80	192.168.2.110	4291	25.599999999999994	0.8380000000000003	683.125999999902	0
2529.251709	2107	TCP	174.35.52.82	80	192.168.1.104	15991	1.97	0.7260000000000002	169256.07899999977	0
2529.328306	2108	TCP	67.220.214.50	80	192.168.2.110	4292	0.8520000000000001	0.354	315.2869999998984	0
2529.542511	2109	TCP	67.220.214.50	80	192.168.2.110	4293	1.3450000000000002	0.359	316.6949999999815	0
2529.549269	2110	TCP	204.13.200.58	80	192.168.1.104	15992	9.730000000000002	0.643	245.73000000009415	0
2529.723498	2111	TCP	174.35.52.80	80	192.168.1.104	15993	3.5260000000000002	0.8580000000000003	167909.3240000002	0
2529.7575	2112	TCP	67.220.214.50	80	192.168.2.110	4294	1.008	0.356	314.82699999969554	0
2529.970526	2113	TCP	67.220.214.50	80	192.168.2.110	4295	25.599999999999994	0.8380000000000003	681.4460000000508	0
2530.550245	2114	TCP	67.220.214.50	80	192.168.2.110	4296	0.8520000000000001	0.354	314.60199999992255	0
2530.76266	2115	TCP	67.220.214.50	80	192.168.2.110	4297	1.3450000000000002	0.359	316.7790000002242	0
2530.977719	2116	TCP	67.220.214.50	80	192.168.2.110	4298	1.008	0.356	314.58699999984674	0
2531.18996	2117	TCP	67.220.214.50	80	192.168.2.110	4299	25.599999999999994	0.8380000000000003	682.9749999997148	0
2531.773014	2118	TCP	67.220.214.50	80	192.168.2.110	4300	0.8520000000000001	0.354	312.0520000002216	0
2531.982978	2119	TCP	67.220.214.50	80	192.168.2.110	4301	1.3450000000000002	0.359	318.70600000002014	0
2532.199431	2120	TCP	67.220.214.50	80	192.168.2.110	4302	1.008	0.356	315.1139999999941	0
2532.412251	2121	TCP	67.220.214.50	80	192.168.2.110	4303	25.599999999999994	0.8380000000000003	682.184999999663	0
2532.992501	2122	TCP	67.220.214.50	80	192.168.2.110	4304	0.8520000000000001	0.354	314.78100000003906	0
2533.205144	2123	TCP	67.220.214.50	80	192.168.2.110	4305	1.3450000000000002	0.359	316.00799999978335	0
2533.419375	2124	TCP	67.220.214.50	80	192.168.2.110	4306	1.008	0.356	314.63799999983166	0
2533.634476	2125	TCP	67.220.214.50	80	192.168.2.110	4307	25.599999999999994	0.8380000000000003	685.1649999998699	0
2534.216721	2126	TCP	67.220.214.50	80	192.168.2.110	4308	0.8520000000000001	0.354	316.55000000000655	0
2534.37298	2127	TCP	65.54.81.171	80	192.168.4.121	51328	0.407	0.9560000000000002	15080.151000000114	0
2534.430433	2128	TCP	67.220.214.50	80	192.168.2.110	4309	1.3450000000000002	0.359	316.7039999998451	0
2534.645694	2129	TCP	67.220.214.50	80	192.168.2.110	4310	1.008	0.356	316.30800000039017	0
2534.858699	2130	TCP	67.220.214.50	80	192.168.2.110	4311	25.599999999999994	0.8380000000000003	684.921999999915	0
2535.442954	2131	TCP	67.220.214.50	80	192.168.2.110	4312	0.8520000000000001	0.354	314.5289999997658	0
2535.654514	2132	TCP	67.220.214.50	80	192.168.2.110	4313	1.3450000000000002	0.359	317.09900000032576	0
2535.869994	2133	TCP	67.220.214.50	80	192.168.2.110	4314	1.008	0.356	315.23699999979726	0
2536.082355	2134	TCP	67.220.214.50	80	192.168.2.110	4315	25.599999999999994	0.8380000000000003	681.2580000000708	0
2536.662174	2135	TCP	67.220.214.50	80	192.168.2.110	4316	0.8520000000000001	0.354	314.2899999998008	0
2536.874667	2136	TCP	67.220.214.50	80	192.168.2.110	4317	1.3450000000000002	0.359	316.6729999998097	0
2537.089289	2137	TCP	67.220.214.50	80	192.168.2.110	4318	1.008	0.356	315.150999999787	0
2537.301849	2138	TCP	67.220.214.50	80	192.168.2.110	4319	25.599999999999994	0.8380000000000003	694.2070000000058	0
2537.384024	2139	TCP	64.90.206.110	80	192.168.2.113	4582	59.86200000000004	2.9150000000000014	101081.06899999984	0
2537.895472	2140	TCP	67.220.214.50	80	192.168.2.110	4320	0.8520000000000001	0.354	313.47699999969336	0
2538.105601	2141	TCP	67.220.214.50	80	192.168.2.110	4321	1.3450000000000002	0.359	319.2109999999957	0
2538.322259	2142	TCP	67.220.214.50	80	192.168.2.110	4322	1.008	0.356	316.41799999988507	0
2538.536076	2143	TCP	67.220.214.50	80	192.168.2.110	4323	25.599999999999994	0.8380000000000003	683.2200000003468	0
2539.11671	2144	TCP	67.220.214.50	80	192.168.2.110	4324	0.8520000000000001	0.354	314.44900000042253	0
2539.331719	2145	TCP	67.220.214.50	80	192.168.2.110	4325	1.3450000000000002	0.359	315.3050000000803	0
2539.544561	2146	TCP	67.220.214.50	80	192.168.2.110	4326	1.008	0.356	315.3269999997974	0
2539.757684	2147	TCP	67.220.214.50	80	192.168.2.110	4327	25.599999999999994	0.8380000000000003	681.854999999814	0
2540.337589	2148	TCP	67.220.214.50	80	192.168.2.110	4328	0.8520000000000001	0.354	313.81499999997686	0
2540.549065	2149	TCP	67.220.214.50	80	192.168.2.110	4329	1.3450000000000002	0.359	319.4559999997182	0
2540.764812	2150	TCP	67.220.214.50	80	192.168.2.110	4330	1.008	0.356	318.3039999998982	0
2540.98054	2151	TCP	67.220.214.50	80	192.168.2.110	4331	25.599999999999994	0.8380000000000003	683.2260000001042	0
2541.563481	2152	TCP	67.220.214.50	80	192.168.2.110	4332	0.8520000000000001	0.354	314.13500000007843	0
2541.775362	2153	TCP	67.220.214.50	80	192.168.2.110	4333	1.3450000000000002	0.359	316.88500000018394	0
2541.990709	2154	TCP	67.220.214.50	80	192.168.2.110	4334	1.008	0.356	314.38600000001315	0
2542.202506	2155	TCP	67.220.214.50	80	192.168.2.110	4335	25.599999999999994	0.8380000000000003	685.2380000000267	0
2542.784322	2156	TCP	67.220.214.50	80	192.168.2.110	4336	0.8520000000000001	0.354	315.5289999999695	0
2542.996492	2157	TCP	67.220.214.50	80	192.168.2.110	4337	1.3450000000000002	0.359	317.96399999984715	0
2543.212673	2158	TCP	67.220.214.50	80	192.168.2.110	4338	1.008	0.356	314.9220000000241	0
2543.426454	2159	TCP	67.220.214.50	80	192.168.2.110	4339	25.599999999999994	0.8380000000000003	680.768000000171	0
2544.004994	2160	TCP	67.220.214.50	80	192.168.2.110	4340	0.8520000000000001	0.354	315.09600000026694	0
2544.216746	2161	TCP	67.220.214.50	80	192.168.2.110	4341	1.3450000000000002	0.359	318.2040000001507	0
2544.432159	2162	TCP	67.220.214.50	80	192.168.2.110	4342	1.008	0.356	316.6590000000724	0
2544.646064	2163	TCP	67.220.214.50	80	192.168.2.110	4343	25.599999999999994	0.8380000000000003	685.3849999997692	0
2545.230936	2164	TCP	67.220.214.50	80	192.168.2.110	4344	0.8520000000000001	0.354	311.14900000011403	0
2545.440743	2165	TCP	67.220.214.50	80	192.168.2.110	4345	1.3450000000000002	0.359	317.17200000002777	0
2545.655229	2166	TCP	67.220.214.50	80	192.168.2.110	4346	1.008	0.356	315.55100000014136	0
2545.868256	2167	TCP	67.220.214.50	80	192.168.2.110	4347	25.599999999999994	0.8380000000000003	683.1709999996747	0
2546.448953	2168	TCP	67.220.214.50	80	192.168.2.110	4348	0.8520000000000001	0.354	314.34200000012424	0
2546.661047	2169	TCP	67.220.214.50	80	192.168.2.110	4349	1.3450000000000002	0.359	317.39299999981085	0
2546.875658	2170	TCP	67.220.214.50	80	192.168.2.110	4350	1.008	0.356	315.36700000015117	0
2547.088437	2171	TCP	67.220.214.50	80	192.168.2.110	4351	25.599999999999994	0.8380000000000003	694.0180000001419	0
2547.527992	2172	TCP	216.187.117.61	80	192.168.2.113	4583	17.003999999999998	0.7530000000000001	758.0920000000333	0
2547.528505	2173	TCP	192.168.5.122	80	192.168.2.113	4584	104.21799999999999	2.597000000000001	100193.12999999966	0
2547.529664	2174	TCP	69.61.65.33	80	192.168.2.113	4585	27.57099999999999	1.2680000000000007	174812.66400000005	0
2547.671476	2175	TCP	67.220.214.50	80	192.168.2.110	4352	0.8520000000000001	0.354	334.99299999994037	0
2547.902454	2176	TCP	67.220.214.50	80	192.168.2.110	4353	1.3450000000000002	0.359	319.91699999980483	0
2548.11981	2177	TCP	67.220.214.50	80	192.168.2.110	4354	1.008	0.356	315.42399999989357	0
2548.332679	2178	TCP	67.220.214.50	80	192.168.2.110	4355	25.599999999999994	0.9760000000000004	1155.8780000000297	0
2549.372555	2179	TCP	65.54.81.62	80	192.168.4.121	51329	0.407	0.9560000000000002	15076.094000000012	0
2549.386658	2180	TCP	67.220.214.50	80	192.168.2.110	4356	0.8520000000000001	0.354	313.7649999998757	0
2549.419601	2181	TCP	63.245.209.24	80	192.168.2.113	4586	1.2070000000000003	0.563	50492.09999999993	0
2549.599494	2182	TCP	67.220.214.50	80	192.168.2.110	4357	1.3450000000000002	0.359	315.79199999987395	0
2549.742123	2183	TCP	63,245,209,106	80	192.168.2.113	4587	66.04400000000004	2.7680000000000016	136289.5189999999	0
2549.812776	2184	TCP	67.220.214.50	80	192.168.2.110	4358	1.008	0.356	316.3929999996071	0
2550.026581	2185	TCP	67.220.214.50	80	192.168.2.110	4359	25.599999999999994	0.8380000000000003	682.2189999998045	0
2550.524018	2186	TCP	64.90.206.200	80	192.168.2.113	4588	39.70100000000001	1.6640000000000008	163068.71599999978	0
2550.606866	2187	TCP	67.220.214.50	80	192.168.2.110	4360	0.8520000000000001	0.354	315.7980000000862	0
2550.727485	2188	TCP	64.90.206.110	443	192.168.2.113	4589	22.426	1.3950000000000005	100915.4510000003	0
2550.820129	2189	TCP	67.220.214.50	80	192.168.2.110	4361	1.3450000000000002	0.359	318.64699999960067	0
